80	23-11-2020	13:04:20	42.000	0.000	6.000	696.809	300.000	300.000	28.398	0.000	40.750	22.851	10.391	1550.000	3489.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	24.433	
80	23-11-2020	13:04:20	42.000	0.000	6.000	698.313	300.000	300.000	28.398	0.000	40.625	0.000	17.922	3400.000	3490.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	26.062	
80	23-11-2020	13:04:21	42.000	15.000	5.000	699.813	300.000	300.000	28.398	0.000	40.000	12.500	5.469	1550.000	3490.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	16.405	
80	23-11-2020	13:04:21	42.000	0.000	5.000	699.813	300.000	300.000	28.398	0.000	39.125	3.125	3.906	1550.000	3490.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	15.939	
80	23-11-2020	13:04:22	42.000	20.000	5.000	699.813	300.000	300.000	28.398	0.000	38.500	0.000	2.865	1550.000	3490.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	15.522	
80	23-11-2020	13:04:22	42.000	0.000	4.000	696.805	300.000	300.000	28.398	0.000	38.500	0.000	3.906	1550.000	3490.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	16.970	
80	23-11-2020	13:04:23	42.000	29.000	3.000	696.805	300.000	300.000	28.398	0.000	38.500	0.000	7.552	1550.000	3489.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	16.776	
80	23-11-2020	13:04:23	42.000	0.000	6.000	696.805	300.000	300.000	28.398	0.000	39.000	3.125	7.031	1550.000	3489.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	21.840	
80	23-11-2020	13:04:24	42.000	0.000	3.000	696.051	300.000	300.000	28.398	0.000	39.000	0.000	4.167	3400.000	3489.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	18.262	
80	23-11-2020	13:04:24	42.000	0.000	5.000	696.051	300.000	300.000	28.398	0.000	38.750	3.125	7.292	1550.000	3489.000	0.000	0.000	2.500	4.200	17.300	1.300	1.300	16.364	
80	23-11-2020	13:04:25	42.000	0.000	6.000	690.273	300.000	300.000	28.398	0.000	39.625	0.000	15.857	1550.000	3493.000	N/A	0.000	N/A	N/A	N/A	N/A	N/A	28.085	
80	23-11-2020	13:04:25	42.000	0.000	4.000	690.273	300.000	300.000	28.398	0.000	39.500	0.478	4.624	1550.000	3493.000	N/A	0.000	N/A	N/A	N/A	N/A	N/A	16.461	
80	23-11-2020	13:04:26	42.000	0.000	5.000	690.273	300.000	300.000	28.398	0.000	38.750	0.000	2.604	1550.000	3493.000	N/A	0.000	N/A	N/A	N/A	N/A	N/A	15.229	
80	23-11-2020	13:04:26	42.000	0.000	6.000	690.273	300.000	300.000	28.398	0.000	38.500	3.125	1.563	1550.000	3493.000	N/A	0.000	N/A	N/A	N/A	N/A	N/A	15.244	
80	23-11-2020	13:04:27	42.000	0.000	6.000	690.273	300.000	300.000	28.398	0.000	38.500	6.250	1.563	1550.000	3491.000	N/A	0.000	N/A	N/A	N/A	N/A	N/A	15.260	
80	23-11-2020	13:04:27	42.000	0.000	6.000	690.273	300.000	300.000	28.398	0.000	38.375	3.125	2.083	1550.000	3491.000	N/A	0.000	N/A	N/A	N/A	N/A	N/A	15.576	
80	23-11-2020	13:04:28	42.000	0.000	3.000	690.273	300.000	300.000	28.398	0.000	38.500	12.500	10.677	3400.000	3505.000	N/A	0.000	N/A	N/A	N/A	N/A	N/A	21.136	
80	23-11-2020	13:04:28	43.000	0.000	1.000	724.215	1075.290	300.000	32.859	0.000	49.625	6.250	16.146	3400.000	3556.000	N/A	0.000	N/A	N/A	N/A	N/A	N/A	29.462	
80	23-11-2020	13:04:29	43.000	6.000	1.000	762.848	1121.830	300.000	33.464	0.000	49.000	3.125	14.323	3400.000	3590.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	28.426	
80	23-11-2020	13:04:29	44.000	0.000	0.000	779.656	1169.910	1000.000	34.769	0.000	48.250	3.125	17.708	3400.000	3602.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	29.359	
80	23-11-2020	13:04:30	44.000	0.000	0.000	795.914	1150.960	300.000	34.234	0.000	47.500	25.000	16.927	3400.000	3612.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	29.429	
80	23-11-2020	13:04:30	44.000	0.000	1.000	812.641	1058.520	300.000	31.937	0.000	47.000	21.875	18.229	3400.000	3626.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	29.770	
80	23-11-2020	13:04:31	43.000	1.000	1.000	828.043	1059.020	300.000	32.093	0.000	46.375	0.000	18.229	3400.000	3635.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	29.233	
80	23-11-2020	13:04:31	44.000	2.000	0.000	852.172	1177.830	1000.000	35.265	0.000	46.000	9.375	19.271	3400.000	3669.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	32.050	
80	23-11-2020	13:04:32	44.000	0.000	0.000	875.188	1147.430	1000.000	34.121	0.000	46.000	21.875	18.750	3400.000	3682.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	30.714	
80	23-11-2020	13:04:32	44.000	0.000	1.000	888.129	1142.240	300.000	34.082	0.000	45.875	43.750	20.052	3400.000	3695.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	30.634	
80	23-11-2020	13:04:33	44.000	0.000	0.000	913.664	1196.990	1000.000	35.820	0.000	45.750	12.500	20.833	3400.000	3708.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	30.078	
80	23-11-2020	13:04:33	44.000	0.000	2.000	929.418	1121.970	300.000	33.554	0.000	45.500	53.125	21.094	3400.000	3721.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	32.362	
80	23-11-2020	13:04:34	44.000	0.000	1.000	948.867	1113.010	300.000	33.109	0.000	45.250	34.375	20.052	3400.000	3732.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	29.760	
80	23-11-2020	13:04:34	44.000	0.000	1.000	964.934	1125.950	300.000	34.042	0.000	45.125	21.875	17.969	3400.000	3744.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	29.896	
80	23-11-2020	13:04:35	44.000	0.000	1.000	981.047	1088.830	300.000	33.269	0.000	45.000	28.125	20.313	3400.000	3756.000	0.000	0.000	N/A	N/A	N/A	N/A	N/A	29.598	
